# total 	 kin 	 lens
6.623983549707441853e+03 -5.415381175481629228e+00 6.629398930882923196e+03
6.623983550246328377e+03 -5.415381175481629228e+00 6.629398931421809721e+03
6.614319309471765337e+03 -5.417658913562791057e+00 6.619736968385328510e+03
6.614319308305810409e+03 -5.417658913562791057e+00 6.619736967219373582e+03
6.614319308305810409e+03 -5.417658913562791057e+00 6.619736967219373582e+03
6.614319308305810409e+03 -5.417658913562791057e+00 6.619736967219373582e+03
6.614319309023435380e+03 -5.417658913562791057e+00 6.619736967936998553e+03
6.614319309023435380e+03 -5.417658913562791057e+00 6.619736967936998553e+03
6.614319309245743170e+03 -5.417658913562791057e+00 6.619736968159306343e+03
6.619199240827872018e+03 -5.420104468562392697e+00 6.624619345296434403e+03
6.619199240827872018e+03 -5.420104468562392697e+00 6.624619345296434403e+03
6.619199241074572456e+03 -5.420104468562392697e+00 6.624619345543134841e+03
6.619199240746722353e+03 -5.420104468562392697e+00 6.624619345215284739e+03
6.619199240829347218e+03 -5.420104468562392697e+00 6.624619345297909604e+03
6.619199240829347218e+03 -5.420104468562392697e+00 6.624619345297909604e+03
6.614565026853104428e+03 -5.424849639101426035e+00 6.619989876492205440e+03
6.614565026121147639e+03 -5.424849639101426035e+00 6.619989875760248651e+03
6.614565026853104428e+03 -5.424849639101426035e+00 6.619989876492205440e+03
6.614565026105250581e+03 -5.424849639101426035e+00 6.619989875744351593e+03
6.614565026646350816e+03 -5.424849639101426035e+00 6.619989876285451828e+03
6.614565026646350816e+03 -5.424849639101426035e+00 6.619989876285451828e+03
6.614565026927706640e+03 -5.424849639101426035e+00 6.619989876566807652e+03
6.614565026180062887e+03 -5.424849639101426035e+00 6.619989875819163899e+03
6.614565026105250581e+03 -5.424849639101426035e+00 6.619989875744351593e+03
6.614565026105250581e+03 -5.424849639101426035e+00 6.619989875744351593e+03
6.620749142577509701e+03 -5.428969451005057678e+00 6.626178112028514988e+03
6.620749141690206670e+03 -5.428969451005057678e+00 6.626178111141211957e+03
6.620749142633337215e+03 -5.428969451005057678e+00 6.626178112084342501e+03
6.620749142692206988e+03 -5.428969451005057678e+00 6.626178112143212275e+03
6.620749142692206988e+03 -5.428969451005057678e+00 6.626178112143212275e+03
6.620749141690206670e+03 -5.428969451005057678e+00 6.626178111141211957e+03
6.620749142633337215e+03 -5.428969451005057678e+00 6.626178112084342501e+03
6.620749141690206670e+03 -5.428969451005057678e+00 6.626178111141211957e+03
6.616932754906415539e+03 -5.437810845759785572e+00 6.622370565752175025e+03
6.616932755253877986e+03 -5.437810845759785572e+00 6.622370566099637472e+03
6.635412979100125995e+03 -5.441044287727332396e+00 6.640854023387852976e+03
6.635412979100125995e+03 -5.441044287727332396e+00 6.640854023387852976e+03
6.635412979100125995e+03 -5.441044287727332396e+00 6.640854023387852976e+03
6.622443592377037021e+03 -5.449744335486845337e+00 6.627893336712523706e+03
6.622443593179682466e+03 -5.449744335486845337e+00 6.627893337515169151e+03
6.622443592377037021e+03 -5.449744335486845337e+00 6.627893336712523706e+03
6.622443593303827583e+03 -5.449744335486845337e+00 6.627893337639314268e+03
6.630196304520570266e+03 -5.453513365791042844e+00 6.635649817886361234e+03
6.631546576326901231e+03 -5.454031907486958985e+00 6.637000608234387983e+03
6.611482725230066535e+03 -5.456447784007066204e+00 6.616939173014073276e+03
6.611482724623241666e+03 -5.456447784007066204e+00 6.616939172407248407e+03
6.611482724456175674e+03 -5.456447784007066204e+00 6.616939172240182415e+03
6.611482724661728753e+03 -5.456447784007066204e+00 6.616939172445735494e+03
6.611482725230066535e+03 -5.456447784007066204e+00 6.616939173014073276e+03
6.611482725230066535e+03 -5.456447784007066204e+00 6.616939173014073276e+03
6.611482724456175674e+03 -5.456447784007066204e+00 6.616939172240182415e+03
6.611482725230066535e+03 -5.456447784007066204e+00 6.616939173014073276e+03
6.611482724491143017e+03 -5.456447784007066204e+00 6.616939172275149758e+03
6.611482724456175674e+03 -5.456447784007066204e+00 6.616939172240182415e+03
6.623459989622620014e+03 -5.458715290156281874e+00 6.628918704912775866e+03
6.623459990003470011e+03 -5.458715290156281874e+00 6.628918705293625862e+03
6.623459989720580779e+03 -5.458715290156281874e+00 6.628918705010736630e+03
6.619548550714434896e+03 -5.459636812139510020e+00 6.625008187526574147e+03
6.619548552415936683e+03 -5.459636812139510020e+00 6.625008189228075935e+03
6.619548552415936683e+03 -5.459636812139510020e+00 6.625008189228075935e+03
6.619548549747652942e+03 -5.459636812139510020e+00 6.625008186559792193e+03
6.619548552415936683e+03 -5.459636812139510020e+00 6.625008189228075935e+03
6.619548552415936683e+03 -5.459636812139510020e+00 6.625008189228075935e+03
6.628339418454921542e+03 -5.466764900785316961e+00 6.633806183355706708e+03
6.628339418239941551e+03 -5.466764900785316961e+00 6.633806183140726716e+03
6.628339418239941551e+03 -5.466764900785316961e+00 6.633806183140726716e+03
6.623526049050249640e+03 -5.472830784767115375e+00 6.628998879835016851e+03
6.623526048504256323e+03 -5.472830784767115375e+00 6.628998879289023535e+03
6.623526048722284031e+03 -5.472830784767115375e+00 6.628998879507051242e+03
6.623526049689357023e+03 -5.472830784767115375e+00 6.628998880474124235e+03
6.623526049689357023e+03 -5.472830784767115375e+00 6.628998880474124235e+03
6.626953978649406054e+03 -5.473799723358935054e+00 6.632427778372764806e+03
6.626953978029012433e+03 -5.473799723358935054e+00 6.632427777752371185e+03
6.626953978029012433e+03 -5.473799723358935054e+00 6.632427777752371185e+03
6.626953976580048220e+03 -5.473799723358935054e+00 6.632427776303406972e+03
6.615429622032195766e+03 -5.476821513143064202e+00 6.620906443545339243e+03
6.613446635115536992e+03 -5.478301231385858117e+00 6.618924936346922550e+03
6.613446635147121924e+03 -5.478301231385858117e+00 6.618924936378507482e+03
6.613446634351343164e+03 -5.478301231385858117e+00 6.618924935582728722e+03
6.613446634351343164e+03 -5.478301231385858117e+00 6.618924935582728722e+03
6.621964518551640140e+03 -5.479854926333300291e+00 6.627444373477973386e+03
6.621964518551640140e+03 -5.479854926333300291e+00 6.627444373477973386e+03
6.621964518551640140e+03 -5.479854926333300291e+00 6.627444373477973386e+03
6.631444281381976907e+03 -5.480548934584974496e+00 6.636924830316562293e+03
6.631444279901843402e+03 -5.480548934584974496e+00 6.636924828836428787e+03
6.630176549290196817e+03 -5.482571291447632333e+00 6.635659120581644856e+03
6.604798291383707692e+03 -5.482702338168456535e+00 6.610280993721876257e+03
6.604798291090019120e+03 -5.482702338168456535e+00 6.610280993428187685e+03
6.604798290536345121e+03 -5.482702338168456535e+00 6.610280992874513686e+03
6.604798291090019120e+03 -5.482702338168456535e+00 6.610280993428187685e+03
6.614578544177245021e+03 -5.484113968356695068e+00 6.620062658145601745e+03
6.614578544177245021e+03 -5.484113968356695068e+00 6.620062658145601745e+03
6.612836678279938496e+03 -5.485244556602799193e+00 6.618321922836541489e+03
6.623025390757184141e+03 -5.491188874777455098e+00 6.628516579631961577e+03
6.623025390450095983e+03 -5.491188874777455098e+00 6.628516579324873419e+03
6.623025390450095983e+03 -5.491188874777455098e+00 6.628516579324873419e+03
6.623025390426719241e+03 -5.491188874777455098e+00 6.628516579301496677e+03
6.623025390757184141e+03 -5.491188874777455098e+00 6.628516579631961577e+03
6.623025390155667992e+03 -5.491188874777455098e+00 6.628516579030445428e+03
6.623025390757184141e+03 -5.491188874777455098e+00 6.628516579631961577e+03
6.623025390757184141e+03 -5.491188874777455098e+00 6.628516579631961577e+03
6.623025390757184141e+03 -5.491188874777455098e+00 6.628516579631961577e+03
6.623025390450095983e+03 -5.491188874777455098e+00 6.628516579324873419e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032888732825086e+03 -5.491511866816161103e+00 6.627524400599641012e+03
6.622032888732825086e+03 -5.491511866816161103e+00 6.627524400599641012e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032888732825086e+03 -5.491511866816161103e+00 6.627524400599641012e+03
6.622032887699762796e+03 -5.491511866816161103e+00 6.627524399566578722e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032887699762796e+03 -5.491511866816161103e+00 6.627524399566578722e+03
6.622032888788098717e+03 -5.491511866816161103e+00 6.627524400654914643e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.622032889169255213e+03 -5.491511866816161103e+00 6.627524401036071140e+03
6.624219564137767520e+03 -5.491766263889251043e+00 6.629711330401656596e+03
6.624219563818375718e+03 -5.491766263889251043e+00 6.629711330082264794e+03
6.624219564137767520e+03 -5.491766263889251043e+00 6.629711330401656596e+03
6.624219563818375718e+03 -5.491766263889251043e+00 6.629711330082264794e+03
6.624219563818375718e+03 -5.491766263889251043e+00 6.629711330082264794e+03
6.624219563869009107e+03 -5.491766263889251043e+00 6.629711330132898183e+03
6.624219564385030935e+03 -5.491766263889251043e+00 6.629711330648920011e+03
6.612525563097849044e+03 -5.496531793410197153e+00 6.618022094891259258e+03
6.612525562755868123e+03 -5.496531793410197153e+00 6.618022094549278336e+03
6.612525562106541656e+03 -5.496531793410197153e+00 6.618022093899951869e+03
6.612525563097849044e+03 -5.496531793410197153e+00 6.618022094891259258e+03
6.612525561960731466e+03 -5.496531793410197153e+00 6.618022093754141679e+03
6.612525562939907104e+03 -5.496531793410197153e+00 6.618022094733317317e+03
6.612525563097849044e+03 -5.496531793410197153e+00 6.618022094891259258e+03
6.612525562917466232e+03 -5.496531793410197153e+00 6.618022094710876445e+03
6.612525563097849044e+03 -5.496531793410197153e+00 6.618022094891259258e+03
6.606329657467909783e+03 -5.502491400642673725e+00 6.611832148868552395e+03
6.606329657467909783e+03 -5.502491400642673725e+00 6.611832148868552395e+03
6.622295849022502807e+03 -5.503350713715484233e+00 6.627799199736218725e+03
6.622295848687448597e+03 -5.503350713715484233e+00 6.627799199401164515e+03
6.622295848583733459e+03 -5.503350713715484233e+00 6.627799199297449377e+03
6.622295849970577365e+03 -5.503350713715484233e+00 6.627799200684293282e+03
6.622295848583733459e+03 -5.503350713715484233e+00 6.627799199297449377e+03
6.622295848748208300e+03 -5.503350713715484233e+00 6.627799199461924218e+03
6.622295849970577365e+03 -5.503350713715484233e+00 6.627799200684293282e+03
6.622295849970577365e+03 -5.503350713715484233e+00 6.627799200684293282e+03
6.617899877361048311e+03 -5.504869130728204496e+00 6.623404746491776677e+03
6.615611500623223947e+03 -5.505430574602524274e+00 6.621116931197826489e+03
6.615611500206552591e+03 -5.505430574602524274e+00 6.621116930781155133e+03
6.615611500206552591e+03 -5.505430574602524274e+00 6.621116930781155133e+03
6.611513390698586591e+03 -5.508854928609906665e+00 6.617022245627196753e+03
6.611513390698586591e+03 -5.508854928609906665e+00 6.617022245627196753e+03
6.621444551870135001e+03 -5.511200898088058686e+00 6.626955752768222737e+03
6.615483276465124618e+03 -5.518210222849742053e+00 6.621001486687974648e+03
6.615483275363215398e+03 -5.518210222849742053e+00 6.621001485586065428e+03
6.615483276465124618e+03 -5.518210222849742053e+00 6.621001486687974648e+03
6.615483276465124618e+03 -5.518210222849742053e+00 6.621001486687974648e+03
6.612350447978519696e+03 -5.518989253395096384e+00 6.617869437231915072e+03
6.612350449422546262e+03 -5.518989253395096384e+00 6.617869438675941637e+03
6.612350447978519696e+03 -5.518989253395096384e+00 6.617869437231915072e+03
6.619599547732959763e+03 -5.521656250397819932e+00 6.625121203983357191e+03
6.607069562069223139e+03 -5.189968207905049091e+00 6.612259530277127851e+03
6.616481104965770101e+03 -5.524558404629173580e+00 6.622005663370398906e+03
6.634525109449114098e+03 -5.528513022994274273e+00 6.640053622472108145e+03
6.634525110337791375e+03 -5.528513022994274273e+00 6.640053623360785423e+03
6.634525110340177889e+03 -5.528513022994274273e+00 6.640053623363171937e+03
6.613132309996839467e+03 -5.537480417970130020e+00 6.618669790414809540e+03
6.613132310419886380e+03 -5.537480417970130020e+00 6.618669790837856453e+03
6.613132310510971365e+03 -5.537480417970130020e+00 6.618669790928941438e+03
6.613132310419886380e+03 -5.537480417970130020e+00 6.618669790837856453e+03
6.613132310510971365e+03 -5.537480417970130020e+00 6.618669790928941438e+03
6.613132310419886380e+03 -5.537480417970130020e+00 6.618669790837856453e+03
6.623153263088186577e+03 -5.537891785060921279e+00 6.628691154873247797e+03
6.623153263088186577e+03 -5.537891785060921279e+00 6.628691154873247797e+03
6.626404611494880555e+03 -5.548207988419857628e+00 6.631952819483300118e+03
6.626404611494880555e+03 -5.548207988419857628e+00 6.631952819483300118e+03
6.622246566311553579e+03 -5.550586655231121824e+00 6.627797152966784779e+03
6.622246566800785331e+03 -5.550586655231121824e+00 6.627797153456016531e+03
6.622246565749448564e+03 -5.550586655231121824e+00 6.627797152404679764e+03
6.622246566311553579e+03 -5.550586655231121824e+00 6.627797152966784779e+03
6.622246566846944006e+03 -5.550586655231121824e+00 6.627797153502175206e+03
6.622246566846944006e+03 -5.550586655231121824e+00 6.627797153502175206e+03
6.622246565749448564e+03 -5.550586655231121824e+00 6.627797152404679764e+03
6.622246566800785331e+03 -5.550586655231121824e+00 6.627797153456016531e+03
6.622246566311553579e+03 -5.550586655231121824e+00 6.627797152966784779e+03
6.622246566258901112e+03 -5.550586655231121824e+00 6.627797152914132312e+03
6.622246566846944006e+03 -5.550586655231121824e+00 6.627797153502175206e+03
6.622246566310835988e+03 -5.550586655231121824e+00 6.627797152966067188e+03
6.622246566846944006e+03 -5.550586655231121824e+00 6.627797153502175206e+03
6.624225467580552504e+03 -5.551725069553915759e+00 6.629777192650106372e+03
6.621978169447301298e+03 -5.552387682666578783e+00 6.627530557129967747e+03
6.621978169269103091e+03 -5.552387682666578783e+00 6.627530556951769540e+03
6.615001806414000384e+03 -5.557257856695938969e+00 6.620559064270696581e+03
6.615001805772205444e+03 -5.557257856695938969e+00 6.620559063628901640e+03
6.615001807299481698e+03 -5.557257856695938969e+00 6.620559065156177894e+03
6.615001807299481698e+03 -5.557257856695938969e+00 6.620559065156177894e+03
6.615001805772205444e+03 -5.557257856695938969e+00 6.620559063628901640e+03
6.615001805772205444e+03 -5.557257856695938969e+00 6.620559063628901640e+03
6.615001806414000384e+03 -5.557257856695938969e+00 6.620559064270696581e+03
6.615001806343620046e+03 -5.557257856695938969e+00 6.620559064200316243e+03
6.621039866185291430e+03 -5.557713896434522738e+00 6.626597580081725937e+03
6.621039866114126198e+03 -5.557713896434522738e+00 6.626597580010560705e+03
6.621039864191273409e+03 -5.557713896434522738e+00 6.626597578087707916e+03
6.621039864676053185e+03 -5.557713896434522738e+00 6.626597578572487691e+03
6.621039864677502010e+03 -5.557713896434522738e+00 6.626597578573936516e+03
6.621039864677502010e+03 -5.557713896434522738e+00 6.626597578573936516e+03
6.621039864676053185e+03 -5.557713896434522738e+00 6.626597578572487691e+03
6.621039866185291430e+03 -5.557713896434522738e+00 6.626597580081725937e+03
6.621039864677502010e+03 -5.557713896434522738e+00 6.626597578573936516e+03
6.621039864188317551e+03 -5.557713896434522738e+00 6.626597578084752058e+03
6.614212523117554156e+03 -5.563980658511309407e+00 6.619776503776065510e+03
6.614212521120897691e+03 -5.563980658511309407e+00 6.619776501779409045e+03
6.614212523117554156e+03 -5.563980658511309407e+00 6.619776503776065510e+03
6.614212523838166817e+03 -5.563980658511309407e+00 6.619776504496678172e+03
6.614212523117554156e+03 -5.563980658511309407e+00 6.619776503776065510e+03
6.614212523838166817e+03 -5.563980658511309407e+00 6.619776504496678172e+03
6.614212523117554156e+03 -5.563980658511309407e+00 6.619776503776065510e+03
6.638621673250815547e+03 -5.564943810663759649e+00 6.644186617061479410e+03
6.638621674096130846e+03 -5.564943810663759649e+00 6.644186617906794709e+03
6.616221678566132141e+03 -5.567976446884121522e+00 6.621789655013016272e+03
6.616221676892029791e+03 -5.567976446884121522e+00 6.621789653338913922e+03
6.616221678566132141e+03 -5.567976446884121522e+00 6.621789655013016272e+03
6.616221678070573034e+03 -5.567976446884121522e+00 6.621789654517457166e+03
6.626761100614467978e+03 -5.572283805956285363e+00 6.632333384420424409e+03
6.626761100300557700e+03 -5.572283805956285363e+00 6.632333384106514131e+03
6.626761099923792244e+03 -5.572283805956285363e+00 6.632333383729748675e+03
6.626761100300557700e+03 -5.572283805956285363e+00 6.632333384106514131e+03
6.626761099923792244e+03 -5.572283805956285363e+00 6.632333383729748675e+03
6.626761099923792244e+03 -5.572283805956285363e+00 6.632333383729748675e+03
6.626761100642147539e+03 -5.572283805956285363e+00 6.632333384448103970e+03
6.626761099923792244e+03 -5.572283805956285363e+00 6.632333383729748675e+03
6.626761099923792244e+03 -5.572283805956285363e+00 6.632333383729748675e+03
6.630034269945601409e+03 -5.572462049115430638e+00 6.635606731994716938e+03
6.630034269120908903e+03 -5.572462049115430638e+00 6.635606731170024432e+03
6.630034270184772140e+03 -5.572462049115430638e+00 6.635606732233887669e+03
6.630034269120908903e+03 -5.572462049115430638e+00 6.635606731170024432e+03
6.630034269941740604e+03 -5.572462049115430638e+00 6.635606731990856133e+03
6.630034269944332664e+03 -5.572462049115430638e+00 6.635606731993448193e+03
6.630034270184772140e+03 -5.572462049115430638e+00 6.635606732233887669e+03
6.630034270184772140e+03 -5.572462049115430638e+00 6.635606732233887669e+03
6.630034269120908903e+03 -5.572462049115430638e+00 6.635606731170024432e+03
6.630034270184772140e+03 -5.572462049115430638e+00 6.635606732233887669e+03
6.630034270184772140e+03 -5.572462049115430638e+00 6.635606732233887669e+03
6.630034269944332664e+03 -5.572462049115430638e+00 6.635606731993448193e+03
6.630034269944332664e+03 -5.572462049115430638e+00 6.635606731993448193e+03
6.630034269120908903e+03 -5.572462049115430638e+00 6.635606731170024432e+03
6.630034269941740604e+03 -5.572462049115430638e+00 6.635606731990856133e+03
6.619836142454077162e+03 -5.575154368907941915e+00 6.625411296822984696e+03
6.619836142571743949e+03 -5.575154368907941915e+00 6.625411296940651482e+03
6.620121824171826120e+03 -5.575787067507138595e+00 6.625697611239333128e+03
6.634002052159747109e+03 -5.582202657552910452e+00 6.639584254817300462e+03
6.634002052837378869e+03 -5.582202657552910452e+00 6.639584255494932222e+03
6.634002053056447039e+03 -5.582202657552910452e+00 6.639584255714000392e+03
6.619371224763141072e+03 -5.586709627875901418e+00 6.624957934391017261e+03
6.619371224763141072e+03 -5.586709627875901418e+00 6.624957934391017261e+03
6.619371225492756821e+03 -5.586709627875901418e+00 6.624957935120633010e+03
6.622606618359499407e+03 -5.588114073260236125e+00 6.628194732432759338e+03
6.622606619374363618e+03 -5.588114073260236125e+00 6.628194733447623548e+03
6.622606618378515122e+03 -5.588114073260236125e+00 6.628194732451775053e+03
6.622606619374363618e+03 -5.588114073260236125e+00 6.628194733447623548e+03
6.622606618424617409e+03 -5.588114073260236125e+00 6.628194732497877339e+03
6.622606618424617409e+03 -5.588114073260236125e+00 6.628194732497877339e+03
6.622606618359499407e+03 -5.588114073260236125e+00 6.628194732432759338e+03
6.614952735358195241e+03 -5.588324240494239703e+00 6.620541059598689571e+03
6.614952735358195241e+03 -5.588324240494239703e+00 6.620541059598689571e+03
6.614952735215059874e+03 -5.588324240494239703e+00 6.620541059455554205e+03
6.614192155051024201e+03 -5.594482371623113792e+00 6.619786637422646891e+03
6.614192155165800614e+03 -5.594482371623113792e+00 6.619786637537423303e+03
6.614192155165800614e+03 -5.594482371623113792e+00 6.619786637537423303e+03
6.616020895700422443e+03 -5.595035509364068460e+00 6.621615931209786140e+03
6.616020894738328934e+03 -5.595035509364068460e+00 6.621615930247692631e+03
6.616428403964777317e+03 -5.600705685123197775e+00 6.622029109649900420e+03
6.616428403855612487e+03 -5.600705685123197775e+00 6.622029109540735590e+03
6.616428403417318805e+03 -5.600705685123197775e+00 6.622029109102441907e+03
6.616428403964777317e+03 -5.600705685123197775e+00 6.622029109649900420e+03
6.616428403418174639e+03 -5.600705685123197775e+00 6.622029109103297742e+03
6.615331642379863297e+03 -5.605258031247674744e+00 6.620936900411111310e+03
6.615331641785672218e+03 -5.605258031247674744e+00 6.620936899816920231e+03
6.615331641898822454e+03 -5.605258031247674744e+00 6.620936899930070467e+03
6.615331641898822454e+03 -5.605258031247674744e+00 6.620936899930070467e+03
6.615331642379863297e+03 -5.605258031247674744e+00 6.620936900411111310e+03
6.615331641744405715e+03 -5.605258031247674744e+00 6.620936899775653728e+03
6.623320879191704989e+03 -5.611507480782156776e+00 6.628932386672487155e+03
6.623320877824463423e+03 -5.611507480782156776e+00 6.628932385305245589e+03
6.623320878968272154e+03 -5.611507480782156776e+00 6.628932386449054320e+03
6.623320878803370761e+03 -5.611507480782156776e+00 6.628932386284152926e+03
6.623320879191704989e+03 -5.611507480782156776e+00 6.628932386672487155e+03
6.623320878803370761e+03 -5.611507480782156776e+00 6.628932386284152926e+03
6.623320878803370761e+03 -5.611507480782156776e+00 6.628932386284152926e+03
6.623320878803370761e+03 -5.611507480782156776e+00 6.628932386284152926e+03
6.623320879323610825e+03 -5.611507480782156776e+00 6.628932386804392991e+03
6.623320879191704989e+03 -5.611507480782156776e+00 6.628932386672487155e+03
6.623320879191704989e+03 -5.611507480782156776e+00 6.628932386672487155e+03
6.627356049942089157e+03 -5.619736941973095590e+00 6.632975786884062472e+03
6.617552858641968669e+03 -5.620607583248894201e+00 6.623173466225217453e+03
6.617552858683657178e+03 -5.620607583248894201e+00 6.623173466266905962e+03
6.617552858872069919e+03 -5.620607583248894201e+00 6.623173466455318703e+03
6.617552858744447803e+03 -5.620607583248894201e+00 6.623173466327696588e+03
6.626146551166505560e+03 -5.627328574844282727e+00 6.631773879741349447e+03
6.624168747504406383e+03 -5.633902100413751945e+00 6.629802649604820544e+03
6.629140705811312728e+03 -5.635191208575132116e+00 6.634775897019887452e+03
6.629140706088287516e+03 -5.635191208575132116e+00 6.634775897296862240e+03
6.642970143229099449e+03 -5.636568763721575337e+00 6.648606711992821147e+03
6.642970143586935592e+03 -5.636568763721575337e+00 6.648606712350657290e+03
6.642970142842853420e+03 -5.636568763721575337e+00 6.648606711606575118e+03
6.628239569135439524e+03 -5.639784023638025445e+00 6.633879353159077255e+03
6.628239569957473577e+03 -5.639784023638025445e+00 6.633879353981111308e+03
6.628239569120568376e+03 -5.639784023638025445e+00 6.633879353144206107e+03
6.626351196109861121e+03 -5.641494308346597819e+00 6.631992690418207530e+03
6.622322644269950615e+03 -5.641749413697724869e+00 6.627964393683648268e+03
6.622322644160442906e+03 -5.641749413697724869e+00 6.627964393574140558e+03
6.627646891790314839e+03 -5.643070278380030835e+00 6.633289962068694877e+03
6.627646891616008361e+03 -5.643070278380030835e+00 6.633289961894388398e+03
6.619683515897051620e+03 -5.645803229002552825e+00 6.625329319126054543e+03
6.612470675143700646e+03 -5.645925907054406778e+00 6.618116601050754980e+03
6.612470673547210026e+03 -5.645925907054406778e+00 6.618116599454264360e+03
6.612470675388884047e+03 -5.645925907054406778e+00 6.618116601295938381e+03
6.612470675143700646e+03 -5.645925907054406778e+00 6.618116601050754980e+03
6.612470675388884047e+03 -5.645925907054406778e+00 6.618116601295938381e+03
6.624284037441938381e+03 -5.648403489922284137e+00 6.629932440931860583e+03
6.624284036890694551e+03 -5.648403489922284137e+00 6.629932440380616754e+03
6.624284037424686176e+03 -5.648403489922284137e+00 6.629932440914608378e+03
6.624284037441938381e+03 -5.648403489922284137e+00 6.629932440931860583e+03
6.624284037012817862e+03 -5.648403489922284137e+00 6.629932440502740064e+03
6.624284036890694551e+03 -5.648403489922284137e+00 6.629932440380616754e+03
6.622331238815698271e+03 -5.648477481444793113e+00 6.627979716297142659e+03
6.622331237810036328e+03 -5.648477481444793113e+00 6.627979715291480716e+03
6.622331239256294793e+03 -5.648477481444793113e+00 6.627979716737739182e+03
6.622331238770628261e+03 -5.648477481444793113e+00 6.627979716252072649e+03
6.622331239256294793e+03 -5.648477481444793113e+00 6.627979716737739182e+03
6.619234308628061626e+03 -5.648899899253677859e+00 6.624883208527315219e+03
6.619234307059626190e+03 -5.648899899253677859e+00 6.624883206958879782e+03
6.619234308334027446e+03 -5.648899899253677859e+00 6.624883208233281039e+03
6.619234307219301627e+03 -5.648899899253677859e+00 6.624883207118555219e+03
6.619234308249101559e+03 -5.648899899253677859e+00 6.624883208148355152e+03
6.619234308628061626e+03 -5.648899899253677859e+00 6.624883208527315219e+03
6.619234308334027446e+03 -5.648899899253677859e+00 6.624883208233281039e+03
6.619234308334027446e+03 -5.648899899253677859e+00 6.624883208233281039e+03
6.619234308334027446e+03 -5.648899899253677859e+00 6.624883208233281039e+03
6.619234307453620204e+03 -5.648899899253677859e+00 6.624883207352873796e+03
6.613920768225576467e+03 -5.649746281955490446e+00 6.619570514507531698e+03
6.613920767960362355e+03 -5.649746281955490446e+00 6.619570514242317586e+03
6.613920768225576467e+03 -5.649746281955490446e+00 6.619570514507531698e+03
6.613920768225576467e+03 -5.649746281955490446e+00 6.619570514507531698e+03
6.613920768225576467e+03 -5.649746281955490446e+00 6.619570514507531698e+03
6.613920767960362355e+03 -5.649746281955490446e+00 6.619570514242317586e+03
6.613920768225576467e+03 -5.649746281955490446e+00 6.619570514507531698e+03
6.613920768225576467e+03 -5.649746281955490446e+00 6.619570514507531698e+03
6.613920767960362355e+03 -5.649746281955490446e+00 6.619570514242317586e+03
6.613920767960362355e+03 -5.649746281955490446e+00 6.619570514242317586e+03
6.613920767823306051e+03 -5.649746281955490446e+00 6.619570514105261282e+03
6.627061909400368677e+03 -5.652716728064741680e+00 6.632714626128433338e+03
6.627061909624752843e+03 -5.652716728064741680e+00 6.632714626352817504e+03
6.628261286195504908e+03 -5.653925647540478217e+00 6.633915211843045654e+03
6.628261286453323009e+03 -5.653925647540478217e+00 6.633915212100863755e+03
6.628261286453323009e+03 -5.653925647540478217e+00 6.633915212100863755e+03
6.621626121381925259e+03 -5.661333300386775846e+00 6.627287454682312273e+03
6.621626121381925259e+03 -5.661333300386775846e+00 6.627287454682312273e+03
6.622720349775972863e+03 -5.662650009556915442e+00 6.628382999785530046e+03
6.622720351195075636e+03 -5.662650009556915442e+00 6.628383001204632819e+03
6.622720351195075636e+03 -5.662650009556915442e+00 6.628383001204632819e+03
6.622720351119168299e+03 -5.662650009556915442e+00 6.628383001128725482e+03
6.622720351119168299e+03 -5.662650009556915442e+00 6.628383001128725482e+03
6.622720349818832801e+03 -5.662650009556915442e+00 6.628382999828389984e+03
6.622720349775972863e+03 -5.662650009556915442e+00 6.628382999785530046e+03
6.626138538608955059e+03 -5.668176123015397749e+00 6.631806714731970715e+03
6.626138539256348849e+03 -5.668176123015397749e+00 6.631806715379364505e+03
6.626138538608955059e+03 -5.668176123015397749e+00 6.631806714731970715e+03
