#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	876.000000	116698.781487	 61.172105
602.000000	1569.000000	69345.299950	114.068290
903.000000	2790.000000	33942.255443	191.284375
1204.000000	5049.000000	13027.956533	359.144685
1505.000000	8969.000000	5168.976518	625.894696
1806.000000	16884.000000	2494.391076	1260.274425
2107.000000	22607.000000	1374.438685	494.110964
2408.000000	27302.000000	797.230406	531.769474
2709.000000	32012.000000	504.464043	557.584439
3010.000000	36692.000000	331.761474	686.979876
3311.000000	41432.000000	241.328953	605.022593
3612.000000	46157.000000	193.649625	714.261383
3913.000000	50957.000000	143.601622	729.363258
4214.000000	55682.000000	111.767122	632.402247
4515.000000	60377.000000	 85.342905	746.076613
4816.000000	65207.000000	 65.153826	658.935285
5117.000000	69842.000000	 50.700584	752.523616
5418.000000	74597.000000	 37.562153	655.202075
5719.000000	79277.000000	 28.385406	755.185709
6020.000000	83942.000000	 24.918130	659.080196
6321.000000	88607.000000	 19.319831	779.355861
6622.000000	93287.000000	 15.126126	656.922587
6923.000000	98042.000000	 11.790884	779.836986
7224.000000	102737.000000	  9.162532	782.649919
7525.000000	107432.000000	  7.865305	669.590508
7826.000000	112187.000000	  6.876522	792.177129
8127.000000	116972.000000	  5.488396	679.606793
8428.000000	121697.000000	  4.666172	777.275329
8729.000000	126392.000000	  3.682702	684.151845
9030.000000	131102.000000	  2.781882	779.859516
9331.000000	135842.000000	  2.453604	779.066171
9632.000000	140612.000000	  1.756647	667.335994
9933.000000	145457.000000	  1.184565	788.635286
10234.000000	150092.000000	  0.955165	668.602067
10351.000000	151922.000000	  0.799513	338.274663
