#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	1337.000000	908791493700403.875000	 24.245779
602.000000	1815.000000	17896792494.017128	 31.796504
903.000000	2486.000000	6048534.160295	 44.624818
1204.000000	3375.000000	126085.692195	 58.053449
1505.000000	4625.000000	31311.272063	 82.314645
1806.000000	6169.000000	24222.955148	103.426300
2107.000000	8399.000000	23683.808246	145.941174
2408.000000	11170.000000	23463.016970	185.808459
2709.000000	14916.000000	22851.348075	245.651637
3010.000000	20001.000000	22014.784617	337.769542
3311.000000	26599.000000	21108.208438	434.163232
3612.000000	36265.000000	20100.449371	619.231873
3913.000000	40915.000000	19105.717767	 52.943431
4214.000000	45505.000000	19441.863091	 92.477204
4515.000000	50095.000000	24728.120159	163.182289
4816.000000	54670.000000	23555.944649	188.425783
5117.000000	59230.000000	23793.450534	192.783827
5418.000000	63820.000000	22859.114335	223.288308
5719.000000	68440.000000	21653.114951	234.145188
6020.000000	73060.000000	20489.845493	201.167348
6321.000000	77635.000000	19312.590973	240.834952
6622.000000	82270.000000	18046.214314	241.085249
6923.000000	86905.000000	16678.934562	213.188028
7224.000000	91495.000000	15473.373760	245.792908
7525.000000	96100.000000	14786.016886	242.095838
7826.000000	100735.000000	13621.558312	248.312139
8127.000000	105325.000000	15033.268074	217.235995
8428.000000	109945.000000	13910.383894	253.581943
8729.000000	114565.000000	13743.505321	247.802536
9030.000000	119125.000000	12816.022726	226.603015
9331.000000	123685.000000	11720.131795	258.550367
9632.000000	128275.000000	11977.076013	226.822760
9933.000000	132850.000000	11072.813660	256.257501
10234.000000	137455.000000	11078.921064	254.606338
10535.000000	142060.000000	10284.731165	227.110617
10836.000000	146695.000000	9566.531185	264.900500
11137.000000	151345.000000	8890.580765	268.140002
11438.000000	155950.000000	8728.653224	266.665036
11739.000000	160555.000000	8109.281837	231.597458
12040.000000	165145.000000	7498.197688	277.212066
12341.000000	169780.000000	7940.124277	272.442090
12642.000000	174385.000000	7428.176910	233.731743
12943.000000	178975.000000	6939.934760	268.289487
13244.000000	183565.000000	6412.426768	274.601084
13545.000000	188155.000000	6082.732082	232.984216
13846.000000	192700.000000	6147.219781	269.359877
14147.000000	197380.000000	5681.140902	267.093770
14448.000000	201940.000000	5252.580332	236.723653
14749.000000	206530.000000	4829.630187	268.265744
