#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	947.000000	6309.451801	 83.497810
602.000000	1717.000000	1397.954663	133.726408
903.000000	3289.000000	349.912369	276.506067
1204.000000	5958.000000	151.585611	461.707821
1505.000000	11292.000000	 19.938126	930.910745
1806.000000	18692.000000	  5.976961	1150.210596
2107.000000	23507.000000	  4.062126	524.060544
2408.000000	28202.000000	  3.013746	654.308923
2709.000000	32867.000000	  2.019913	800.119779
3010.000000	37622.000000	  1.345005	671.987416
3311.000000	42272.000000	  0.805005	791.867396
3315.000000	42332.000000	  0.799228	  0.089242
