#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	2814.000000	2502163791074462208.000000	 10.247758
602.000000	3163.000000	9365925524384892.000000	 10.161654
903.000000	3568.000000	53411615591402.328125	 12.937962
1204.000000	4022.000000	529933821674.899170	 12.802794
1505.000000	4532.000000	10965997215.664484	 15.671139
1806.000000	5144.000000	289949798.340690	 18.540542
2107.000000	5768.000000	14140419.151035	 18.899043
2408.000000	6572.000000	842058.664680	 23.144962
2709.000000	7374.000000	228012.528456	 24.144912
3010.000000	8316.000000	158978.294099	 28.575165
3311.000000	9391.000000	140222.851548	 31.142570
3612.000000	10580.000000	147352.364017	 35.413517
3913.000000	11993.000000	146937.207914	 41.295682
4214.000000	13529.000000	146776.526765	 45.435809
4515.000000	15070.000000	146593.314235	 45.994973
4816.000000	17170.000000	146210.523847	 62.584269
5117.000000	19324.000000	145614.368883	 63.974492
5418.000000	21674.000000	144799.628829	 69.929836
5719.000000	24602.000000	143710.521592	 87.062969
6020.000000	27681.000000	142327.549517	 91.300711
6321.000000	31309.000000	140944.209216	108.327240
6622.000000	35465.000000	139381.552449	122.546834
6923.000000	39743.000000	137428.083124	127.250451
7224.000000	44159.000000	135354.080700	131.067630
7525.000000	49903.000000	133176.458431	171.108179
7826.000000	55513.000000	130946.097916	166.560529
8127.000000	62820.000000	128755.832704	216.698211
8428.000000	70429.000000	126542.493215	226.746543
8729.000000	80061.000000	124376.369930	285.596178
9030.000000	89628.000000	122379.804633	285.225255
9331.000000	94831.000000	120442.408705	 40.374833
9632.000000	99376.000000	118735.503827	 25.510997
9933.000000	103936.000000	116829.777574	 42.421149
10234.000000	108481.000000	116410.500848	 62.639433
10535.000000	113026.000000	114774.483236	 90.409883
10836.000000	117586.000000	113034.744979	 86.777217
11137.000000	122116.000000	111730.023398	 91.347047
11438.000000	126706.000000	110313.637423	119.388052
11739.000000	131236.000000	109127.414827	102.218938
12040.000000	135811.000000	107796.182439	103.969331
12341.000000	140356.000000	106586.444802	104.666327
12642.000000	144901.000000	106729.928309	123.398686
12943.000000	149416.000000	105604.154888	109.264381
13244.000000	153976.000000	104473.764524	110.453045
13545.000000	158566.000000	103353.746304	128.485525
13846.000000	163126.000000	102098.641860	111.119734
14147.000000	167686.000000	100927.289950	108.759473
14448.000000	172276.000000	99745.833505	128.226798
14749.000000	176806.000000	98394.245741	107.438076
15050.000000	181351.000000	97062.194356	108.310716
15351.000000	185896.000000	95754.133046	130.289282
15652.000000	190456.000000	105621.284786	110.964616
15953.000000	195001.000000	104147.369607	110.183259
16254.000000	199516.000000	102838.971640	127.858193
16555.000000	204091.000000	101454.137671	107.340242
16856.000000	208651.000000	100164.524608	109.484056
17157.000000	213226.000000	98450.551771	127.658638
17458.000000	217786.000000	118828.440226	110.453180
17759.000000	222301.000000	117296.021550	110.433684
18060.000000	226816.000000	115544.437839	128.523275
18361.000000	231406.000000	113904.217491	112.453914
18662.000000	235966.000000	112271.915217	111.163332
18963.000000	240541.000000	110624.523453	128.477347
19264.000000	245071.000000	108892.596565	111.997019
19565.000000	249616.000000	107346.265672	113.296036
19866.000000	254131.000000	105713.091167	128.207884
20167.000000	258646.000000	103874.258341	113.468739
20468.000000	263221.000000	102123.169873	114.885649
20769.000000	267766.000000	100765.871263	115.754434
21070.000000	272326.000000	99077.562649	133.364507
21371.000000	276871.000000	97462.868623	110.846268
21672.000000	281446.000000	95750.764598	113.999976
21973.000000	285976.000000	94065.645739	134.115678
22274.000000	290521.000000	92459.103260	115.418061
22575.000000	295066.000000	90760.957533	113.964146
