#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	933.000000	3911.851574	 52.443605
602.000000	1660.000000	2285.199261	 78.083377
903.000000	3043.000000	1277.247832	146.249751
1204.000000	5659.000000	469.087724	288.321064
1505.000000	10119.000000	113.710300	518.231859
1806.000000	18287.000000	 15.757950	870.893064
2107.000000	23057.000000	  3.911243	272.885155
2408.000000	27872.000000	  1.913643	362.485045
2709.000000	32642.000000	  1.002427	440.941637
2812.000000	34262.000000	  0.799120	139.085391
