#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	1343.000000	342700135166382.125000	  6.300406
602.000000	1830.000000	9389595536.598032	  8.259943
903.000000	2444.000000	6855617.991302	 10.523077
1204.000000	3197.000000	147352.101392	 11.952117
1505.000000	4318.000000	147071.665283	 19.055910
1806.000000	5877.000000	145843.592904	 25.517506
2107.000000	7991.000000	141905.554996	 34.877206
2408.000000	10537.000000	136422.468281	 42.203962
2709.000000	14189.000000	149212.662050	 60.346142
3010.000000	19562.000000	136780.300574	 89.224817
3311.000000	26377.000000	140917.487517	113.100048
3612.000000	35801.000000	129976.273221	156.999145
3913.000000	40765.000000	120916.906280	 19.588514
4214.000000	45370.000000	113299.481874	 27.198090
4515.000000	50050.000000	107371.175207	 54.572172
4816.000000	54655.000000	101786.079498	 56.080730
5117.000000	59200.000000	96543.504458	 60.404124
5418.000000	63820.000000	90735.495296	 72.625270
5719.000000	68470.000000	84666.221893	 62.915275
6020.000000	73105.000000	79072.264404	 74.932302
6321.000000	77680.000000	74251.833747	 64.591026
6622.000000	82285.000000	73666.547900	 65.017685
6923.000000	86845.000000	67726.313128	 75.569061
7224.000000	91465.000000	61436.924588	 65.631421
7525.000000	96100.000000	55872.376067	 76.782411
7826.000000	100735.000000	51388.986586	 65.481308
8127.000000	105400.000000	46736.719101	 65.215379
8428.000000	110005.000000	42673.777794	 76.659060
8729.000000	114670.000000	38570.712335	 65.728928
9030.000000	119275.000000	34926.397180	 78.913136
9331.000000	123955.000000	31765.362328	 66.514472
9632.000000	128545.000000	31899.348138	 77.799088
9933.000000	133300.000000	32433.802647	 67.913574
10234.000000	137935.000000	30166.374020	 79.331231
10535.000000	142525.000000	27987.548600	 67.199867
10836.000000	147130.000000	25766.633329	 68.762357
11137.000000	151750.000000	23929.036123	 78.699279
11438.000000	156325.000000	22109.879065	 67.889644
11739.000000	160990.000000	20568.819614	 80.446100
12040.000000	165625.000000	21570.830189	 68.505318
12341.000000	170215.000000	20236.668831	 78.705894
12642.000000	174880.000000	19840.439997	 68.514159
12943.000000	179575.000000	18450.642074	 78.895909
13244.000000	184240.000000	17029.659047	 68.323557
13545.000000	188890.000000	17600.290978	 67.283124
13846.000000	193555.000000	16424.274703	 79.087670
14147.000000	198265.000000	15434.254426	 68.672762
14448.000000	202915.000000	15495.727654	 80.067333
14749.000000	207535.000000	14841.306263	 67.297662
15050.000000	212155.000000	14231.457187	 78.180188
15351.000000	216715.000000	13256.050782	 68.073558
