#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	985.000000	52676.427924	 93.866201
602.000000	4717.000000	46671.743173	425.894608
903.000000	10269.000000	36810.523512	442.777822
1204.000000	14814.000000	38160.142803	412.676422
1505.000000	19359.000000	28765.964570	435.258037
1806.000000	23919.000000	19695.858089	450.907820
2107.000000	28524.000000	12098.411456	459.179338
2408.000000	33114.000000	10411.497899	452.251463
2709.000000	37734.000000	6762.982488	487.026250
3010.000000	42369.000000	4835.495330	487.591284
3311.000000	47019.000000	3148.618280	483.468972
3612.000000	51654.000000	2402.346100	466.701374
3913.000000	56244.000000	2343.241852	458.292262
4214.000000	60789.000000	1465.717480	457.940176
4515.000000	65379.000000	1288.279782	452.367314
4816.000000	70029.000000	1063.838469	449.177679
5117.000000	74649.000000	704.203824	471.380868
5418.000000	79194.000000	610.139152	467.744890
5719.000000	83784.000000	497.578562	474.168875
6020.000000	88404.000000	301.486338	465.529121
6321.000000	92964.000000	261.825004	461.239220
6622.000000	97554.000000	180.642046	480.866942
6923.000000	102114.000000	119.473725	471.563399
7224.000000	106704.000000	 71.971804	483.131163
7525.000000	111309.000000	 44.958652	484.984991
7826.000000	115944.000000	 25.810033	494.695028
8127.000000	120549.000000	 19.365895	497.872421
8428.000000	125184.000000	 15.440868	503.815504
8729.000000	129759.000000	 13.122554	505.241533
9030.000000	134334.000000	 12.474020	492.462964
9331.000000	138909.000000	 12.080426	500.131253
9632.000000	143529.000000	  8.018348	504.554304
9933.000000	148089.000000	  5.400378	492.449052
10234.000000	152694.000000	  2.749920	500.817402
10535.000000	157344.000000	  1.004292	501.142977
10585.000000	158109.000000	  0.797053	 91.012891
