#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	927.000000	332.454493	  7.073177
602.000000	1642.000000	121.528337	 11.492474
903.000000	2903.000000	 56.307735	 20.656841
1204.000000	5182.000000	 33.510131	 35.355016
1505.000000	9619.000000	 22.947970	 69.535470
1806.000000	17321.000000	 18.134265	121.498349
2107.000000	22682.000000	 14.503468	 51.427243
2408.000000	27377.000000	 12.331432	 62.696933
2709.000000	32102.000000	 11.025899	 58.110286
3010.000000	36797.000000	  9.304360	 68.025499
3311.000000	41477.000000	  7.397214	 61.243537
3612.000000	46262.000000	  5.637979	 70.178449
3913.000000	50897.000000	  4.101948	 72.302742
4214.000000	55547.000000	  2.956835	 62.223192
4515.000000	60197.000000	  1.955586	 66.847969
4816.000000	64982.000000	  1.209632	 74.839244
5082.000000	69137.000000	  0.799432	 66.196063
