#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	890.000000	2540.205237	122.153186
602.000000	4446.000000	962.856118	599.786978
903.000000	10755.000000	454.667512	917.635983
1204.000000	15615.000000	297.169780	735.711900
1505.000000	20610.000000	177.111317	780.733555
1806.000000	25725.000000	163.582858	800.069637
2107.000000	30705.000000	130.248308	815.833252
2408.000000	35835.000000	109.897939	847.578843
2709.000000	40890.000000	 91.835020	859.169412
3010.000000	46170.000000	111.012615	850.301818
3311.000000	51150.000000	 82.385936	850.545769
3612.000000	56460.000000	 56.327980	961.394128
3913.000000	61530.000000	 40.100001	851.278851
4214.000000	66690.000000	 20.962530	830.767993
4515.000000	71670.000000	 10.787285	845.386318
4816.000000	76695.000000	  4.652866	840.077878
5117.000000	82035.000000	  1.131630	833.110483
5183.000000	83235.000000	  0.799640	236.635299
