#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	900.000000	1705.042289	123.105823
602.000000	1613.000000	703.276752	222.456947
903.000000	2930.000000	174.953176	407.257577
1204.000000	5376.000000	 51.985502	753.656634
1505.000000	9472.000000	 13.899618	1273.166263
1806.000000	16301.000000	  6.821246	2111.526943
2107.000000	22485.000000	  3.567635	1402.406011
2408.000000	27300.000000	  1.953321	1123.717658
2709.000000	31980.000000	  1.073837	1194.835161
2855.000000	34305.000000	  0.799542	592.774632
