#    NumIter	  NumCalls	     dlogz	   Time[s]
301.000000	909.000000	2813.309716	 56.609738
602.000000	1650.000000	580.773008	 95.318502
903.000000	3068.000000	 82.681315	189.493673
1204.000000	5374.000000	 10.719275	302.978287
1505.000000	9646.000000	  6.920163	562.247602
1806.000000	17238.000000	  4.571275	997.623922
2107.000000	22529.000000	  2.984785	431.524046
2408.000000	27299.000000	  1.868987	508.595088
2709.000000	32054.000000	  1.130321	480.929901
2934.000000	35594.000000	  0.799718	403.103842
